Grus (constellation)	wn31-09318361-n
San Fernando Valley	wn31-09445172-n
Finger Lakes	wn31-08585129-n
Mary Leakey	wn31-11141866-n
Ferdinand I, Holy Roman Emperor	wn31-10988827-n
Skylab	wn31-04239800-n
Benjamin Franklin	wn31-10999075-n
Sweeney Todd	wn31-10733966-n
Gustave Courbet	wn31-10932955-n
Virgil Thomson	wn31-11360819-n
Josiah Spode	wn31-11331812-n
Eugene O'Neill	wn31-11235060-n
Walter Scott	wn31-11309151-n
Karl Barth	wn31-10855904-n
Pope John Paul I	wn31-11107602-n
Geb	wn31-09535292-n
Kuala Lumpur	wn31-08983758-n
Muhammad Ali of Egypt	wn31-11204263-n
Yosemite National Park	wn31-08628203-n
Washington Monument	wn31-04562387-n
Willard Libby	wn31-11151495-n
Jean-Auguste-Dominique Ingres	wn31-11091828-n
Vladimir Lenin	wn31-11146480-n
Xenophon	wn31-11421278-n
Fernand Léger	wn31-11144951-n
Beaufort Sea	wn31-09240415-n
Attila	wn31-10847282-n
Theodore Dwight Weld	wn31-11400650-n
Book of Lamentations	wn31-06450147-n
Indonesia	wn31-08927379-n
Émile Durkheim	wn31-10966126-n
Tjalling Koopmans	wn31-11129017-n
Alice Walker	wn31-11391120-n
Robert Herrick (poet)	wn31-11065791-n
Nubian Desert	wn31-09194571-n
Jeremiah	wn31-11102832-n
Thucydides	wn31-11361609-n
Reign of Terror	wn31-15285247-n
Asanga	wn31-10845011-n
Leigh Hunt	wn31-11086762-n
Isocrates	wn31-11094759-n
Battle of Omdurman	wn31-01291937-n
Birmingham, Alabama	wn31-09076410-n
Montgomery, Alabama	wn31-09076264-n
Giovanni Pierluigi da Palestrina	wn31-11241258-n
Ramesses VII	wn31-11273087-n
Mary, Queen of Scots	wn31-11182196-n
Mobile Bay	wn31-09379678-n
Caracas	wn31-09185069-n
John Jay	wn31-11101101-n
Charles Maurice de Talleyrand-Périgord	wn31-11349685-n
Aram Khachaturian	wn31-11115577-n
John le Carré	wn31-11142815-n
Rapid City, South Dakota	wn31-09162420-n
Lincoln, Nebraska	wn31-09132519-n
Marilyn Monroe	wn31-11206197-n
Visayas	wn31-09004822-n
Lupus (constellation)	wn31-09367346-n
Ryukyu Islands	wn31-08944464-n
Tuamotus	wn31-09012892-n
Robinson Crusoe	wn31-10554753-n
Aeneas	wn31-09617778-n
Rhode Island	wn31-09159733-n
Ashur (god)	wn31-09539281-n
Cocytus	wn31-09271630-n
Izz ad-Din al-Qassam Brigades	wn31-08057009-n
Perejil Island	wn31-09412892-n
Pinchas Zukerman	wn31-11428036-n
Caucasus	wn31-09261580-n
Seventh Avenue (Manhattan)	wn31-09143768-n
Yalu River	wn31-09504415-n
Stanford University	wn31-04309878-n
François Couperin	wn31-10932762-n
Northern Territory	wn31-08853908-n
Max Weber (artist)	wn31-11398800-n
Henry David Thoreau	wn31-11360987-n
Norman Mailer	wn31-11169752-n
Anatole France	wn31-10997364-n
Second Battle of Ypres	wn31-01303273-n
Popular Front for the Liberation of Palestine – General Command	wn31-08055500-n
Pope Paul III	wn31-11246116-n
Prunus ilicifolia	wn31-12667158-n
Rigveda	wn31-06476678-n
Robert K. Merton	wn31-11196659-n
Richard Burton	wn31-10894694-n
Puebloan peoples	wn31-09090805-n
Saskatoon	wn31-08849108-n
Georges Clemenceau	wn31-10920276-n
Agrigento	wn31-08829664-n
Gospel of Luke	wn31-06453643-n
Utopia (book)	wn31-07297903-n
Pope Gregory XVI	wn31-11034829-n
Sedalia, Missouri	wn31-09130572-n
Cassandra	wn31-09619360-n
Chattahoochee River	wn31-09265420-n
French Riviera	wn31-08959210-n
Labrador Sea	wn31-09351502-n
Greater Sunda Islands	wn31-08861419-n
Lake Ladoga	wn31-09354725-n
Edward Durell Stone	wn31-11339129-n
Mark Hopkins (educator)	wn31-11080098-n
Leicester	wn31-08899424-n
Nova Scotia	wn31-08845298-n
Washington, D.C.	wn31-09092985-n
Laius	wn31-09620652-n
Novosibirsk	wn31-09032670-n
James Branch Cabell	wn31-10897208-n
Dionysius I of Syracuse	wn31-10956416-n
Columba (constellation)	wn31-09273457-n
Svedberg	wn31-11346586-n
Johns Hopkins University	wn31-03605830-n
Republic of Macedonia	wn31-08981403-n
Kentucky	wn31-09111697-n
Temple of Artemis	wn31-04415309-n
Saint Dominic	wn31-10958355-n
Torreón	wn31-08763856-n
Alvar Aalto	wn31-10826297-n
Vaslav Nijinsky	wn31-11227575-n
Battles of Saratoga	wn31-01296620-n
Erebus	wn31-09582702-n
Secretariat (horse)	wn31-02387080-n
Earth	wn31-09293800-n
Caribbean	wn31-08726871-n
University of Chicago	wn31-04519266-n
Loire	wn31-09365843-n
Æthelred the Unready	wn31-10982033-n
Taconic Mountains	wn31-09476418-n
Portsmouth	wn31-08899907-n
Apennine Mountains	wn31-09223752-n
Richard Nixon	wn31-11228162-n
Nogales, Sonora	wn31-08762459-n
Berlin Blockade	wn31-00317632-n
Buchenwald concentration camp	wn31-02912868-n
Susan B. Anthony	wn31-10838738-n
The Bronx	wn31-09142656-n
Wassily Leontief	wn31-11148824-n
Nyala, Sudan	wn31-09052752-n
Dionysus	wn31-09582533-n
Miami Beach, Florida	wn31-09096443-n
Lanai	wn31-09102531-n
Albrecht Dürer	wn31-10965969-n
Cristóbal Balenciaga	wn31-10852011-n
Labrador Peninsula	wn31-09351217-n
Max Beerbohm	wn31-10860837-n
Barbary Coast	wn31-08520498-n
Caroline Islands	wn31-08857708-n
Dead Sea Scrolls	wn31-06419558-n
Antonine Wall	wn31-02728521-n
Ingmar Bergman	wn31-10865820-n
ASCII	wn31-06368485-n
Hollywood	wn31-09086427-n
Constantine I of Greece	wn31-10927714-n
Pythagoras	wn31-11270046-n
Tianjin	wn31-08746715-n
Fridtjof Nansen	wn31-11219717-n
Josiah Wedgwood	wn31-11399431-n
Bratislava	wn31-08777096-n
Independence Hall	wn31-03572654-n
Louis IX of France	wn31-11160233-n
Thomas Willis	wn31-11410544-n
Felix Klein	wn31-11127298-n
Meuse-Argonne Offensive	wn31-01289924-n
Tropic of Capricorn	wn31-08693403-n
New South Wales	wn31-08852122-n
Yehudi Menuhin	wn31-11195030-n
Lindesnes	wn31-08783604-n
Rive Droite	wn31-08953713-n
Pierre Charles L'Enfant	wn31-11146285-n
Battle of Bosworth Field	wn31-01274860-n
Nathaniel Bowditch	wn31-10879081-n
George Washington	wn31-11395413-n
Mary Augusta Ward	wn31-11394080-n
Volans	wn31-09495398-n
Tigris	wn31-09481921-n
Dylan Thomas	wn31-11359036-n
Ottorino Respighi	wn31-11278204-n
Richmond, Virginia	wn31-09172802-n
K. Alex Müller	wn31-11215903-n
Puracé	wn31-09199852-n
Belarus	wn31-09033521-n
Kingdom of Iberia	wn31-09041017-n
Mnemosyne	wn31-09600333-n
Tennessee River	wn31-09478770-n
Carlo Goldoni	wn31-11025316-n
William the Conqueror	wn31-11408533-n
Angra Mainyu	wn31-09555233-n
Hymen (god)	wn31-09587500-n
Sarajevo	wn31-08836099-n
Bonn	wn31-08789970-n
Rhode Island	wn31-09160042-n
Gwangju	wn31-08976078-n
Midi-Pyrénées	wn31-08963472-n
Medgar Evers	wn31-10983634-n
John William Strutt, 3rd Baron Rayleigh	wn31-11275201-n
Tuscany	wn31-08829834-n
Whitney Young	wn31-11424136-n
Buffalo, New York	wn31-09141172-n
Massachusetts Institute of Technology	wn31-03731459-n
Capricornus	wn31-08705447-n
Rama	wn31-09554318-n
Nicaea	wn31-08521172-n
Proserpina	wn31-09593114-n
Czech Republic	wn31-08775097-n
Neva River	wn31-09392755-n
Jan Evangelista Purkyně	wn31-11268767-n
Nauru	wn31-08860201-n
Corn Belt	wn31-08561479-n
Aimee Semple McPherson	wn31-11189933-n
Arthur M. Schlesinger, Jr.	wn31-11304874-n
John Calvin	wn31-10900150-n
Korean Peninsula	wn31-08974384-n
Second Battle of El Alamein	wn31-01280725-n
Battle of Agincourt	wn31-01271654-n
Books of Kings	wn31-06446674-n
Libra (constellation)	wn31-08704888-n
Timbuktu	wn31-08988436-n
Red Brigades	wn31-08058236-n
Victor Vasarely	wn31-11381137-n
Auckland	wn31-08995271-n
Pythia	wn31-09593808-n
Proterozoic	wn31-15153949-n
John Mitchell (United Mine Workers)	wn31-11202088-n
Milton Friedman	wn31-11002654-n
Amun	wn31-09534654-n
Bible Belt	wn31-08527051-n
James II of England	wn31-11100164-n
Battle of Plataea	wn31-01294010-n
Dôn	wn31-09532107-n
Jan Steen	wn31-11334214-n
Nalchik	wn31-09031363-n
Gloria Swanson	wn31-11346428-n
Cedar Rapids, Iowa	wn31-09109344-n
Marcus Terentius Varro	wn31-11381034-n
Arthur Sullivan	wn31-11344207-n
Rain-in-the-Face	wn31-11272382-n
Johannes Peter Müller	wn31-11215761-n
Great Falls, Montana	wn31-09131642-n
Bill Mauldin	wn31-11185154-n
Woody Allen	wn31-10834557-n
Books of Kings	wn31-06446868-n
Selma, Alabama	wn31-09077079-n
Barbara Hepworth	wn31-11064163-n
Seleucus I Nicator	wn31-11311565-n
Frédéric Chopin	wn31-10916396-n
Cambrian	wn31-15153501-n
William Beveridge	wn31-10870263-n
Richard von Krafft-Ebing	wn31-11130195-n
Epistle to the Philippians	wn31-06456128-n
Arthur Ashe	wn31-10845322-n
Ad-Dahna Desert	wn31-09195008-n
Daugavpils	wn31-09036094-n
Vela (constellation)	wn31-09493473-n
Orion (constellation)	wn31-09403029-n
New People's Army	wn31-08053046-n
Goma	wn31-08752686-n
Shah Jahan	wn31-11314824-n
James Boswell	wn31-10878468-n
Italian Peninsula	wn31-08819216-n
Messiah	wn31-09560436-n
Joel Chandler Harris	wn31-11051253-n
Abkhazia	wn31-09041725-n
Mongolia	wn31-08991028-n
Efrem Zimbalist	wn31-11427043-n
Democritus	wn31-10950047-n
Stendhal	wn31-11336244-n
Jessica Mitford	wn31-11203201-n
Elizabeth Haldane	wn31-11042665-n
Dagon	wn31-09540192-n
Lake Superior	wn31-09356077-n
Des Moines, Iowa	wn31-09109546-n
Jessica Tandy	wn31-11350499-n
Thule	wn31-08974042-n
Vermont	wn31-09170707-n
Picardy	wn31-08963862-n
Thomas Mann	wn31-11174013-n
Andrew Johnson	wn31-11108049-n
Richard J. Roberts	wn31-11284604-n
Dnieper	wn31-09291142-n
Antlia	wn31-09223405-n
Trygve Lie	wn31-11151798-n
Emma Goldman	wn31-11024857-n
Louis V of France	wn31-11159609-n
Salvador Dalí	wn31-10940970-n
William Thornton	wn31-11361369-n
Anne Hutchinson	wn31-11089075-n
Charles Stewart Parnell	wn31-11243919-n
Selene	wn31-09594268-n
Cygnus (constellation)	wn31-09285396-n
West Yorkshire	wn31-08905717-n
Nergal	wn31-09543358-n
Aldebaran	wn31-09215340-n
Kami	wn31-09558366-n
Karen Horney	wn31-11080800-n
Edgar Wallace	wn31-11391617-n
Ardennes	wn31-08961454-n
Alfred de Musset	wn31-11218084-n
Wilkes Land	wn31-08699926-n
David Farragut	wn31-10986974-n
Ajax (mythology)	wn31-09612497-n
Francisco Goya	wn31-11029769-n
Kingston, Jamaica	wn31-08772071-n
Tenerife	wn31-09051013-n
Qaanaaq	wn31-08974216-n
Latakia	wn31-09056877-n
Jean-Baptiste-Camille Corot	wn31-10931700-n
Buddy Holly	wn31-11076649-n
Thanatos	wn31-09578643-n
Second Coming	wn31-07337150-n
Philip Melanchthon	wn31-11191841-n
Tugela Falls	wn31-09486208-n
Ben Hecht	wn31-11057962-n
Ghana	wn31-08965960-n
Bithynia	wn31-08520942-n
Fez, Morocco	wn31-08992415-n
Engelbert Humperdinck (composer)	wn31-11086611-n
Natal, Rio Grande do Norte	wn31-08875029-n
First Battle of El Alamein	wn31-01280725-n
Mycenae	wn31-08804901-n
Savoy	wn31-08965050-n
Betelgeuse	wn31-09242638-n
Bob Mathias	wn31-11184322-n
Haym Salomon	wn31-11299423-n
Aelius Donatus	wn31-10959179-n
Saint Lawrence River	wn31-09442908-n
Santiago, Cape Verde	wn31-08736086-n
Cynewulf	wn31-10939248-n
Coral Sea	wn31-09279569-n
Michael E. DeBakey	wn31-10945990-n
Filippino Lippi	wn31-11154329-n
Boris Karloff	wn31-11116791-n
Saratov	wn31-09032063-n
Georgia (U.S. state)	wn31-09098932-n
Theophrastus	wn31-11358479-n
Cincinnati	wn31-09153563-n
Spanish Inquisition	wn31-08350151-n
Gallia Aquitania	wn31-08960290-n
San Salvador	wn31-08756364-n
Christopher Columbus	wn31-10925067-n
Carpathian Mountains	wn31-09259329-n
John Wycliffe	wn31-11419862-n
Vidalia, Georgia	wn31-09100613-n
B. B. King	wn31-11125288-n
Henry Hudson	wn31-11084101-n
Charles Taze Russell	wn31-11295762-n
Mohammad Reza Pahlavi	wn31-11240451-n
Nevis	wn31-09010586-n
Zhou Enlai	wn31-11426310-n
Laozi	wn31-11137297-n
Marshall McLuhan	wn31-11189585-n
Stephen Jay Gould	wn31-11029491-n
Guanyin	wn31-09557298-n
James Meredith	wn31-11195995-n
James Parkinson	wn31-11243284-n
The Berkshires	wn31-09241985-n
Salem, Oregon	wn31-09156897-n
Mitra Samaja	wn31-09550425-n
Hieronymus Bosch	wn31-10878064-n
Ramesses III	wn31-11273087-n
Andromeda (constellation)	wn31-09220149-n
Henry Bessemer	wn31-10869469-n
Battle of Flodden	wn31-01281185-n
Nicolas Léonard Sadi Carnot	wn31-10903132-n
Benghazi	wn31-08980136-n
Lexington, Kentucky	wn31-09112347-n
Margaret Sanger	wn31-11300395-n
Konqueror	wn31-06583815-n
Ark of the Covenant	wn31-02740472-n
Arthur Marx	wn31-11181035-n
Mississippi River	wn31-09378977-n
Oliver Hazard Perry	wn31-11250148-n
Livonia	wn31-09035268-n
Joyce Carol Oates	wn31-11230953-n
Baruch Spinoza	wn31-11331445-n
Marquette, Michigan	wn31-09124095-n
Alla Nazimova	wn31-11221931-n
François Mitterrand	wn31-11203595-n
Perak	wn31-08986176-n
Maud Gonne	wn31-11027055-n
Watertown, Wisconsin	wn31-09181575-n
Richard Kuhn	wn31-11132478-n
T. F. Powys	wn31-11265734-n
Saki	wn31-11216617-n
Howard Carter	wn31-10904758-n
Volcano Islands	wn31-08946650-n
Henry VIII of England	wn31-11063514-n
John Lyly	wn31-11165720-n
Garry Kasparov	wn31-11117325-n
Colosseum	wn31-03076832-n
Cuba	wn31-08768167-n
Indochina	wn31-08749439-n
Lake Kivu	wn31-09349205-n
Delilah	wn31-10948867-n
Tacoma Narrows Bridge (1940)	wn31-04390488-n
William Bradford (American Revolutionary printer)	wn31-10880185-n
Mount Everest	wn31-09299916-n
Aaron	wn31-10826445-n
Sam Shepard	wn31-11317447-n
George VI	wn31-11016086-n
Strait of Gibraltar	wn31-09469670-n
John Walker (runner)	wn31-11391249-n
Sophocles	wn31-11328619-n
Alfred, Lord Tennyson	wn31-11355325-n
Niagara Falls, New York	wn31-09147682-n
John T. Scopes	wn31-11308518-n
Paracelsus	wn31-11242044-n
Isadora Duncan	wn31-10965407-n
Erik Axel Karlfeldt	wn31-11116635-n
Irène Joliot-Curie	wn31-11109308-n
Cardiff	wn31-08915613-n
Nizhnyaya Tunguska River	wn31-09486492-n
Vanuatu	wn31-09183568-n
Deutsch-Wagram	wn31-08866157-n
North Pole	wn31-08629393-n
Dante Alighieri	wn31-10941991-n
South Pole	wn31-08670292-n
Byzantium	wn31-08818951-n
Taurus (constellation)	wn31-08704070-n
Abidjan	wn31-08754612-n
Western Australia	wn31-08853646-n
Edwin Hubble	wn31-11083682-n
Robert R. Livingston (chancellor)	wn31-11155600-n
North Platte, Nebraska	wn31-09132736-n
Ku Klux Klan	wn31-08046174-n
Vannevar Bush	wn31-10895288-n
Harold Pinter	wn31-11255609-n
Cayuga Lake	wn31-09262487-n
La Crosse, Wisconsin	wn31-09180682-n
Austin, Texas	wn31-09165754-n
Clotho	wn31-09588632-n
Pancho Villa	wn31-11386400-n
Adolf Otto Reinhold Windaus	wn31-11412749-n
Roswell, New Mexico	wn31-09138874-n
Auguste Rodin	wn31-11287939-n
Igor Stravinsky	wn31-11341836-n
Ptolemy I Soter	wn31-11267634-n
Mount Bartle Frere	wn31-09384578-n
Maximilien Robespierre	wn31-11285173-n
Paducah, Kentucky	wn31-09112836-n
Nilgiri mountains	wn31-08925942-n
John Rock (American scientist)	wn31-11286910-n
Weimar	wn31-08789233-n
Francis Hopkinson	wn31-11080236-n
Pontus (mythology)	wn31-09591905-n
Alexander Archipelago	wn31-09079484-n
Galway Bay	wn31-09309384-n
Atlas Mountains	wn31-09233253-n
Thomas Merton	wn31-11196787-n
Vaduz	wn31-08980616-n
Cimarron River (Arkansas River)	wn31-09267878-n
Chechnya	wn31-09026995-n
Pope Pius X	wn31-11258082-n
Gadsden, Alabama	wn31-09076696-n
Cumberland Gap	wn31-09284313-n
Qibla (group)	wn31-08057274-n
Pacific Northwest	wn31-08582268-n
Ecclesiastes	wn31-06449201-n
Yerevan	wn31-09040400-n
James Mason	wn31-11183031-n
Elias Canetti	wn31-10901021-n
Lachesis (mythology)	wn31-09588768-n
Parashurama	wn31-09554647-n
Calabria	wn31-08822814-n
Lagos	wn31-08996974-n
Thomas Bayes	wn31-10858593-n
Alessandro Manzoni	wn31-11175321-n
Brighton	wn31-08898760-n
Augusta, Maine	wn31-09115400-n
Edvard Grieg	wn31-11036195-n
William Wyler	wn31-11420486-n
Oswald Spengler	wn31-11330674-n
Kaluga	wn31-09027523-n
West Bank	wn31-08811341-n
Stentor	wn31-09514915-n
Quebec Bridge	wn31-04039654-n
Denver	wn31-09090592-n
Amerigo Vespucci	wn31-11385095-n
Bel (mythology)	wn31-09540016-n
Dyaus Pita	wn31-09549008-n
Robert W. Service	wn31-11313626-n
Arauca River	wn31-09226359-n
Spica	wn31-09465400-n
Gilbert du Motier, Marquis de Lafayette	wn31-11134046-n
Diane de Poitiers	wn31-10953680-n
Southern Carpathians	wn31-09484018-n
John Reed (journalist)	wn31-11276484-n
Hydrus	wn31-09331022-n
Flanders	wn31-08868541-n
Macbeth, King of Scotland	wn31-11167089-n
Upper Paleolithic	wn31-15257844-n
Arthur E. Kennelly	wn31-11121240-n
Liberia	wn31-08979027-n
Ozarks	wn31-09405255-n
Harlem River	wn31-09146205-n
1 Esdras	wn31-06471648-n
Hipparchus	wn31-11071371-n
Muhammad	wn31-11204082-n
Pavo (genus)	wn31-01808333-n
Prince Eugene of Savoy	wn31-10982415-n
Douay–Rheims Bible	wn31-06460538-n
William Congreve	wn31-10926855-n
Zephaniah	wn31-11426019-n
Kiev	wn31-09038277-n
Galileo Galilei	wn31-11007720-n
I. A. Richards	wn31-11280935-n
Nantucket	wn31-09121184-n
West Germany	wn31-08786714-n
Hare Krishna (mantra)	wn31-07048566-n
War of 1812	wn31-01313835-n
Enki	wn31-09541025-n
Faroe Islands	wn31-08972401-n
Vientiane	wn31-08976837-n
Eastern Highlands	wn31-09315451-n
Jean Harlow	wn31-11049128-n
Edward Sapir	wn31-11301164-n
George Town, Cayman Islands	wn31-08727426-n
Greater Maghreb	wn31-08614879-n
Alexander Borodin	wn31-10877929-n
Philip II of Spain	wn31-11252605-n
Ara (constellation)	wn31-09225163-n
Barthold Georg Niebuhr	wn31-11226695-n
Book of Job	wn31-06448609-n
St. George's, Grenada	wn31-08966953-n
Israel Zangwill	wn31-11424867-n
Dido	wn31-09581306-n
Giovanni Boccaccio	wn31-10873742-n
Bluebeard	wn31-09613379-n
Orkney	wn31-08973602-n
Louise Élisabeth Vigée Le Brun	wn31-11386227-n
Battle of Tertry	wn31-01299437-n
Loch Ness Monster	wn31-09510951-n
Virgo (constellation)	wn31-08704717-n
Ronald Knox	wn31-11128185-n
Battle of Passchendaele	wn31-01303571-n
León (historical region)	wn31-09050737-n
Grenada	wn31-08966682-n
Jean Lafitte	wn31-11134413-n
Bouvines	wn31-01275075-n
Battle of the Bismarck Sea	wn31-01274162-n
Peshmerga	wn31-08047132-n
Hyman G. Rickover	wn31-11281976-n
Merrimack River	wn31-09374544-n
Achilles	wn31-09617472-n
Battle of Thermopylae (1941)	wn31-01299975-n
Misti	wn31-09197463-n
Illimani	wn31-09333068-n
Sun River	wn31-09473702-n
Sofia	wn31-08732291-n
Helen Traubel	wn31-11368042-n
Carrie Nation	wn31-11221051-n
Perlis	wn31-08985494-n
Hans Christian Ørsted	wn31-11232416-n
Alabama River	wn31-09214753-n
Malaysia	wn31-08983142-n
Llewelyn Powys	wn31-11265892-n
Union (American Civil War)	wn31-09074770-n
Robert Frost	wn31-11003927-n
Battle of Manila Bay	wn31-01288674-n
Stephen Crane	wn31-10934199-n
Allegheny River	wn31-09215851-n
Aegospotami	wn31-09211791-n
Bernard Malamud	wn31-11171074-n
Ashgabat	wn31-09044182-n
Penobscot Bay	wn31-09412639-n
Herbert A. Simon	wn31-11320888-n
Cairo, Illinois	wn31-09105526-n
Anwar Sadat	wn31-11297890-n
Acheron	wn31-09209606-n
Max Aitken, 1st Baron Beaverbrook	wn31-10859387-n
Edsel Ford	wn31-10995097-n
Moloch	wn31-09542589-n
Kigali	wn31-08833198-n
Stanley Smith Stevens	wn31-11337514-n
Eadweard Muybridge	wn31-11218598-n
Davy Crockett	wn31-10935318-n
Robert Redford	wn31-11276115-n
Ñancahuazú Guerrilla	wn31-08051986-n
Benjamin West	wn31-11402107-n
Tom Thumb	wn31-10734860-n
Vulgate	wn31-06460264-n
Anthony Burgess	wn31-10892092-n
Adad	wn31-09544656-n
Pico de Orizaba	wn31-09196674-n
Jawaharlal Nehru	wn31-11222823-n
Niagara River	wn31-09393463-n
Antigone	wn31-09619548-n
Balarama	wn31-09554541-n
Wilhelm Ostwald	wn31-11238044-n
George du Maurier	wn31-10965040-n
Internet Explorer	wn31-06583714-n
Alexander II of Russia	wn31-10832404-n
John James Audubon	wn31-10847972-n
Jacob Lawrence	wn31-11140623-n
Stagira (ancient city)	wn31-08807687-n
Inanna	wn31-09541818-n
T. S. Eliot	wn31-10977064-n
Yellowknife	wn31-08845142-n
Antoine Laurent de Jussieu	wn31-11114918-n
Elli	wn31-09603022-n
Perm	wn31-09031742-n
Sherwood Anderson	wn31-10837539-n
Medellín Cartel	wn31-08254123-n
Martin Heinrich Klaproth	wn31-11126642-n
Belize	wn31-08755354-n
Thomas Reid	wn31-11277537-n
Hudson River	wn31-09329746-n
Charles Gounod	wn31-11029631-n
Alcyone	wn31-09509769-n
Book of Leviticus	wn31-06444705-n
Richard Trevithick	wn31-11368941-n
Pope Gregory XIII	wn31-11034648-n
Gaius Flaminius	wn31-10992487-n
Benvenuto Cellini	wn31-10908540-n
Lake Mead	wn31-03639480-n
Alaska	wn31-09077478-n
Ramesses IX	wn31-11273087-n
William Graham Sumner	wn31-11345414-n
Ethiopia	wn31-08795913-n
Louis XV of France	wn31-11161279-n
Romania	wn31-08831830-n
John Bach McMaster	wn31-11189754-n
Colossae	wn31-08719369-n
Saxo Grammaticus	wn31-11303507-n
Terpsichore	wn31-09590173-n
Sol Hurok	wn31-11087735-n
Jean Racine	wn31-11271778-n
Boeing B-52 Stratofortress	wn31-02769049-n
Ruhollah Khomeini	wn31-11123998-n
Jimmy Connors	wn31-10927253-n
Plymouth, Massachusetts	wn31-09121313-n
Paul Flory	wn31-10993865-n
Louis Blériot	wn31-10872399-n
Guru Nanak	wn31-11219384-n
Lucy Stone	wn31-11339565-n
Eva Braun	wn31-10883036-n
Nineteenth Amendment to the United States Constitution	wn31-06742000-n
Robert Joffrey	wn31-11105803-n
Jomo Kenyatta	wn31-11121690-n
Abel Tasman	wn31-11352063-n
Olympia, Greece	wn31-08808805-n
Cain and Abel	wn31-09610392-n
Iraqi Kurdistan	wn31-09061735-n
Beta Centauri	wn31-09242256-n
August Ferdinand Möbius	wn31-11203781-n
Tucana	wn31-09486054-n
John Wain	wn31-11390196-n
Leslie Groves	wn31-11037657-n
Nell Gwyn	wn31-11040884-n
Jules Massenet	wn31-11183699-n
Veliky Novgorod	wn31-09031544-n
Numidia	wn31-08725524-n
Albert Schweitzer	wn31-11307954-n
Kingdom of Israel	wn31-08810147-n
Napoleon	wn31-11220266-n
Aegospotami	wn31-01271379-n
Karakoram	wn31-09346730-n
Nyx	wn31-09582898-n
Grand Canyon National Park	wn31-08622447-n
Caspian Sea	wn31-09260310-n
Vanua Levu	wn31-08796894-n
Virgo (constellation)	wn31-09495106-n
Guinea	wn31-08967092-n
Petronas Towers	wn31-03926619-n
Concepción, Chile	wn31-08739282-n
American Civil War	wn31-01304121-n
Richard Hooker	wn31-11078330-n
Golda Meir	wn31-11191288-n
Gulu	wn31-09066569-n
Battle of the Teutoburg Forest	wn31-01299586-n
London	wn31-08893849-n
New Amsterdam	wn31-09139536-n
Big Bend National Park	wn31-08620378-n
Thrace	wn31-08935557-n
Omaha, Nebraska	wn31-09132866-n
Córdoba, Andalusia	wn31-09048098-n
Rocky Mountains	wn31-09439448-n
John Churchill, 1st Duke of Marlborough	wn31-10917346-n
Marie Stopes	wn31-11340039-n
Persepolis	wn31-08932858-n
Sisyphus	wn31-09521828-n
Dick Turpin	wn31-11373407-n
First Epistle to the Corinthians	wn31-06455068-n
Elizabeth Barrett Browning	wn31-10886470-n
George Westinghouse	wn31-11402550-n
Jim Thorpe	wn31-11361474-n
Spanish Armada	wn31-08310009-n
